"Notes"	"Standard Residence States"	"Standard Residence States Code"	"OE Gestational Age Recode 4"	"OE Gestational Age Recode 4 Code"	"Year"	"Year Code"	Fetal Deaths
	"Nevada"	"32"	"20 - 23 weeks"	"02"	"2017"	"2017"	103
	"Nevada"	"32"	"20 - 23 weeks"	"02"	"2018"	"2018"	102
	"Nevada"	"32"	"20 - 23 weeks"	"02"	"2019"	"2019"	95
	"Nevada"	"32"	"24 - 27 weeks"	"03"	"2015"	"2015"	33
	"Nevada"	"32"	"24 - 27 weeks"	"03"	"2016"	"2016"	49
	"Nevada"	"32"	"24 - 27 weeks"	"03"	"2017"	"2017"	31
	"Nevada"	"32"	"24 - 27 weeks"	"03"	"2018"	"2018"	43
	"Nevada"	"32"	"24 - 27 weeks"	"03"	"2019"	"2019"	33
	"Nevada"	"32"	"28 weeks or more"	"04"	"2015"	"2015"	112
	"Nevada"	"32"	"28 weeks or more"	"04"	"2016"	"2016"	123
	"Nevada"	"32"	"28 weeks or more"	"04"	"2017"	"2017"	110
	"Nevada"	"32"	"28 weeks or more"	"04"	"2018"	"2018"	106
	"Nevada"	"32"	"28 weeks or more"	"04"	"2019"	"2019"	102
	"Nevada"	"32"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Nevada"	"32"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Nevada"	"32"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Nevada"	"32"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Nevada"	"32"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Nevada"	"32"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Nevada"	"32"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Nevada"	"32"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Nevada"	"32"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Nevada"	"32"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"New Hampshire"	"33"	"20 - 23 weeks"	"02"	"2015"	"2015"	12
	"New Hampshire"	"33"	"20 - 23 weeks"	"02"	"2016"	"2016"	19
	"New Hampshire"	"33"	"20 - 23 weeks"	"02"	"2017"	"2017"	12
	"New Hampshire"	"33"	"20 - 23 weeks"	"02"	"2018"	"2018"	23
	"New Hampshire"	"33"	"20 - 23 weeks"	"02"	"2019"	"2019"	12
	"New Hampshire"	"33"	"24 - 27 weeks"	"03"	"2015"	"2015"	Suppressed
	"New Hampshire"	"33"	"24 - 27 weeks"	"03"	"2016"	"2016"	Suppressed
	"New Hampshire"	"33"	"24 - 27 weeks"	"03"	"2017"	"2017"	10
	"New Hampshire"	"33"	"24 - 27 weeks"	"03"	"2018"	"2018"	Suppressed
	"New Hampshire"	"33"	"24 - 27 weeks"	"03"	"2019"	"2019"	Suppressed
	"New Hampshire"	"33"	"28 weeks or more"	"04"	"2015"	"2015"	28
	"New Hampshire"	"33"	"28 weeks or more"	"04"	"2016"	"2016"	44
	"New Hampshire"	"33"	"28 weeks or more"	"04"	"2017"	"2017"	31
	"New Hampshire"	"33"	"28 weeks or more"	"04"	"2018"	"2018"	27
	"New Hampshire"	"33"	"28 weeks or more"	"04"	"2019"	"2019"	34
	"New Hampshire"	"33"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"New Hampshire"	"33"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"New Hampshire"	"33"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"New Hampshire"	"33"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"New Hampshire"	"33"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"New Hampshire"	"33"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"New Hampshire"	"33"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"New Hampshire"	"33"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"New Hampshire"	"33"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"New Hampshire"	"33"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"New Jersey"	"34"	"20 - 23 weeks"	"02"	"2015"	"2015"	311
	"New Jersey"	"34"	"20 - 23 weeks"	"02"	"2016"	"2016"	334
	"New Jersey"	"34"	"20 - 23 weeks"	"02"	"2017"	"2017"	365
	"New Jersey"	"34"	"20 - 23 weeks"	"02"	"2018"	"2018"	309
	"New Jersey"	"34"	"20 - 23 weeks"	"02"	"2019"	"2019"	340
	"New Jersey"	"34"	"24 - 27 weeks"	"03"	"2015"	"2015"	98
	"New Jersey"	"34"	"24 - 27 weeks"	"03"	"2016"	"2016"	88
	"New Jersey"	"34"	"24 - 27 weeks"	"03"	"2017"	"2017"	89
	"New Jersey"	"34"	"24 - 27 weeks"	"03"	"2018"	"2018"	99
	"New Jersey"	"34"	"24 - 27 weeks"	"03"	"2019"	"2019"	83
	"New Jersey"	"34"	"28 weeks or more"	"04"	"2015"	"2015"	245
	"New Jersey"	"34"	"28 weeks or more"	"04"	"2016"	"2016"	273
	"New Jersey"	"34"	"28 weeks or more"	"04"	"2017"	"2017"	277
	"New Jersey"	"34"	"28 weeks or more"	"04"	"2018"	"2018"	292
	"New Jersey"	"34"	"28 weeks or more"	"04"	"2019"	"2019"	269
	"New Jersey"	"34"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"New Jersey"	"34"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"New Jersey"	"34"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"New Jersey"	"34"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"New Jersey"	"34"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"New Jersey"	"34"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"New Jersey"	"34"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"New Jersey"	"34"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"New Jersey"	"34"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"New Jersey"	"34"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"New Mexico"	"35"	"20 - 23 weeks"	"02"	"2015"	"2015"	28
	"New Mexico"	"35"	"20 - 23 weeks"	"02"	"2016"	"2016"	25
	"New Mexico"	"35"	"20 - 23 weeks"	"02"	"2017"	"2017"	30
	"New Mexico"	"35"	"20 - 23 weeks"	"02"	"2018"	"2018"	23
	"New Mexico"	"35"	"20 - 23 weeks"	"02"	"2019"	"2019"	15
	"New Mexico"	"35"	"24 - 27 weeks"	"03"	"2015"	"2015"	11
	"New Mexico"	"35"	"24 - 27 weeks"	"03"	"2016"	"2016"	Suppressed
	"New Mexico"	"35"	"24 - 27 weeks"	"03"	"2017"	"2017"	18
	"New Mexico"	"35"	"24 - 27 weeks"	"03"	"2018"	"2018"	12
	"New Mexico"	"35"	"24 - 27 weeks"	"03"	"2019"	"2019"	12
	"New Mexico"	"35"	"28 weeks or more"	"04"	"2015"	"2015"	55
	"New Mexico"	"35"	"28 weeks or more"	"04"	"2016"	"2016"	51
	"New Mexico"	"35"	"28 weeks or more"	"04"	"2017"	"2017"	34
	"New Mexico"	"35"	"28 weeks or more"	"04"	"2018"	"2018"	49
	"New Mexico"	"35"	"28 weeks or more"	"04"	"2019"	"2019"	41
	"New Mexico"	"35"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"New Mexico"	"35"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"New Mexico"	"35"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"New Mexico"	"35"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"New Mexico"	"35"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"New Mexico"	"35"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"New Mexico"	"35"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"New Mexico"	"35"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"New Mexico"	"35"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"New Mexico"	"35"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"New York"	"36"	"20 - 23 weeks"	"02"	"2015"	"2015"	687
	"New York"	"36"	"20 - 23 weeks"	"02"	"2016"	"2016"	634
	"New York"	"36"	"20 - 23 weeks"	"02"	"2017"	"2017"	584
	"New York"	"36"	"20 - 23 weeks"	"02"	"2018"	"2018"	546
	"New York"	"36"	"20 - 23 weeks"	"02"	"2019"	"2019"	573
	"New York"	"36"	"24 - 27 weeks"	"03"	"2015"	"2015"	219
	"New York"	"36"	"24 - 27 weeks"	"03"	"2016"	"2016"	198
	"New York"	"36"	"24 - 27 weeks"	"03"	"2017"	"2017"	205
	"New York"	"36"	"24 - 27 weeks"	"03"	"2018"	"2018"	226
	"New York"	"36"	"24 - 27 weeks"	"03"	"2019"	"2019"	170
	"New York"	"36"	"28 weeks or more"	"04"	"2015"	"2015"	643
	"New York"	"36"	"28 weeks or more"	"04"	"2016"	"2016"	691
	"New York"	"36"	"28 weeks or more"	"04"	"2017"	"2017"	643
	"New York"	"36"	"28 weeks or more"	"04"	"2018"	"2018"	688
	"New York"	"36"	"28 weeks or more"	"04"	"2019"	"2019"	584
	"New York"	"36"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"New York"	"36"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"New York"	"36"	"Unknown"	"05"	"2017"	"2017"	21
	"New York"	"36"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"New York"	"36"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"New York"	"36"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"New York"	"36"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"New York"	"36"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"New York"	"36"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"New York"	"36"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"North Carolina"	"37"	"20 - 23 weeks"	"02"	"2015"	"2015"	287
	"North Carolina"	"37"	"20 - 23 weeks"	"02"	"2016"	"2016"	284
	"North Carolina"	"37"	"20 - 23 weeks"	"02"	"2017"	"2017"	280
	"North Carolina"	"37"	"20 - 23 weeks"	"02"	"2018"	"2018"	261
	"North Carolina"	"37"	"20 - 23 weeks"	"02"	"2019"	"2019"	265
	"North Carolina"	"37"	"24 - 27 weeks"	"03"	"2015"	"2015"	133
	"North Carolina"	"37"	"24 - 27 weeks"	"03"	"2016"	"2016"	125
	"North Carolina"	"37"	"24 - 27 weeks"	"03"	"2017"	"2017"	110
	"North Carolina"	"37"	"24 - 27 weeks"	"03"	"2018"	"2018"	129
	"North Carolina"	"37"	"24 - 27 weeks"	"03"	"2019"	"2019"	148
	"North Carolina"	"37"	"28 weeks or more"	"04"	"2015"	"2015"	437
	"North Carolina"	"37"	"28 weeks or more"	"04"	"2016"	"2016"	415
	"North Carolina"	"37"	"28 weeks or more"	"04"	"2017"	"2017"	413
	"North Carolina"	"37"	"28 weeks or more"	"04"	"2018"	"2018"	412
	"North Carolina"	"37"	"28 weeks or more"	"04"	"2019"	"2019"	371
	"North Carolina"	"37"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"North Carolina"	"37"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"North Carolina"	"37"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"North Carolina"	"37"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"North Carolina"	"37"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"North Carolina"	"37"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"North Carolina"	"37"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"North Carolina"	"37"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"North Carolina"	"37"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"North Carolina"	"37"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"North Dakota"	"38"	"20 - 23 weeks"	"02"	"2015"	"2015"	23
	"North Dakota"	"38"	"20 - 23 weeks"	"02"	"2016"	"2016"	28
	"North Dakota"	"38"	"20 - 23 weeks"	"02"	"2017"	"2017"	18
	"North Dakota"	"38"	"20 - 23 weeks"	"02"	"2018"	"2018"	24
	"North Dakota"	"38"	"20 - 23 weeks"	"02"	"2019"	"2019"	27
	"North Dakota"	"38"	"24 - 27 weeks"	"03"	"2015"	"2015"	10
	"North Dakota"	"38"	"24 - 27 weeks"	"03"	"2016"	"2016"	Suppressed
	"North Dakota"	"38"	"24 - 27 weeks"	"03"	"2017"	"2017"	Suppressed
	"North Dakota"	"38"	"24 - 27 weeks"	"03"	"2018"	"2018"	Suppressed
	"North Dakota"	"38"	"24 - 27 weeks"	"03"	"2019"	"2019"	Suppressed
	"North Dakota"	"38"	"28 weeks or more"	"04"	"2015"	"2015"	35
	"North Dakota"	"38"	"28 weeks or more"	"04"	"2016"	"2016"	35
	"North Dakota"	"38"	"28 weeks or more"	"04"	"2017"	"2017"	29
	"North Dakota"	"38"	"28 weeks or more"	"04"	"2018"	"2018"	29
	"North Dakota"	"38"	"28 weeks or more"	"04"	"2019"	"2019"	31
	"North Dakota"	"38"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"North Dakota"	"38"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"North Dakota"	"38"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"North Dakota"	"38"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"North Dakota"	"38"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"North Dakota"	"38"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"North Dakota"	"38"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"North Dakota"	"38"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"North Dakota"	"38"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"North Dakota"	"38"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Ohio"	"39"	"20 - 23 weeks"	"02"	"2015"	"2015"	301
	"Ohio"	"39"	"20 - 23 weeks"	"02"	"2016"	"2016"	353
	"Ohio"	"39"	"20 - 23 weeks"	"02"	"2017"	"2017"	296
	"Ohio"	"39"	"20 - 23 weeks"	"02"	"2018"	"2018"	291
	"Ohio"	"39"	"20 - 23 weeks"	"02"	"2019"	"2019"	306
	"Ohio"	"39"	"24 - 27 weeks"	"03"	"2015"	"2015"	148
	"Ohio"	"39"	"24 - 27 weeks"	"03"	"2016"	"2016"	136
	"Ohio"	"39"	"24 - 27 weeks"	"03"	"2017"	"2017"	155
	"Ohio"	"39"	"24 - 27 weeks"	"03"	"2018"	"2018"	156
	"Ohio"	"39"	"24 - 27 weeks"	"03"	"2019"	"2019"	130
	"Ohio"	"39"	"28 weeks or more"	"04"	"2015"	"2015"	444
	"Ohio"	"39"	"28 weeks or more"	"04"	"2016"	"2016"	421
	"Ohio"	"39"	"28 weeks or more"	"04"	"2017"	"2017"	413
	"Ohio"	"39"	"28 weeks or more"	"04"	"2018"	"2018"	444
	"Ohio"	"39"	"28 weeks or more"	"04"	"2019"	"2019"	412
	"Ohio"	"39"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Ohio"	"39"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Ohio"	"39"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Ohio"	"39"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Ohio"	"39"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Ohio"	"39"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Ohio"	"39"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Ohio"	"39"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Ohio"	"39"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Ohio"	"39"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Oklahoma"	"40"	"20 - 23 weeks"	"02"	"2015"	"2015"	93
	"Oklahoma"	"40"	"20 - 23 weeks"	"02"	"2016"	"2016"	100
	"Oklahoma"	"40"	"20 - 23 weeks"	"02"	"2017"	"2017"	92
	"Oklahoma"	"40"	"20 - 23 weeks"	"02"	"2018"	"2018"	90
	"Oklahoma"	"40"	"20 - 23 weeks"	"02"	"2019"	"2019"	95
	"Oklahoma"	"40"	"24 - 27 weeks"	"03"	"2015"	"2015"	49
	"Oklahoma"	"40"	"24 - 27 weeks"	"03"	"2016"	"2016"	51
	"Oklahoma"	"40"	"24 - 27 weeks"	"03"	"2017"	"2017"	44
	"Oklahoma"	"40"	"24 - 27 weeks"	"03"	"2018"	"2018"	50
	"Oklahoma"	"40"	"24 - 27 weeks"	"03"	"2019"	"2019"	40
	"Oklahoma"	"40"	"28 weeks or more"	"04"	"2015"	"2015"	138
	"Oklahoma"	"40"	"28 weeks or more"	"04"	"2016"	"2016"	180
	"Oklahoma"	"40"	"28 weeks or more"	"04"	"2017"	"2017"	124
	"Oklahoma"	"40"	"28 weeks or more"	"04"	"2018"	"2018"	145
	"Oklahoma"	"40"	"28 weeks or more"	"04"	"2019"	"2019"	145
	"Oklahoma"	"40"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Oklahoma"	"40"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Oklahoma"	"40"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Oklahoma"	"40"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Oklahoma"	"40"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Oklahoma"	"40"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Oklahoma"	"40"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Oklahoma"	"40"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Oklahoma"	"40"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Oklahoma"	"40"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Oregon"	"41"	"20 - 23 weeks"	"02"	"2015"	"2015"	68
	"Oregon"	"41"	"20 - 23 weeks"	"02"	"2016"	"2016"	69
	"Oregon"	"41"	"20 - 23 weeks"	"02"	"2017"	"2017"	66
	"Oregon"	"41"	"20 - 23 weeks"	"02"	"2018"	"2018"	71
	"Oregon"	"41"	"20 - 23 weeks"	"02"	"2019"	"2019"	56
	"Oregon"	"41"	"24 - 27 weeks"	"03"	"2015"	"2015"	30
	"Oregon"	"41"	"24 - 27 weeks"	"03"	"2016"	"2016"	32
	"Oregon"	"41"	"24 - 27 weeks"	"03"	"2017"	"2017"	27
	"Oregon"	"41"	"24 - 27 weeks"	"03"	"2018"	"2018"	25
	"Oregon"	"41"	"24 - 27 weeks"	"03"	"2019"	"2019"	36
	"Oregon"	"41"	"28 weeks or more"	"04"	"2015"	"2015"	110
	"Oregon"	"41"	"28 weeks or more"	"04"	"2016"	"2016"	108
	"Oregon"	"41"	"28 weeks or more"	"04"	"2017"	"2017"	121
	"Oregon"	"41"	"28 weeks or more"	"04"	"2018"	"2018"	104
	"Oregon"	"41"	"28 weeks or more"	"04"	"2019"	"2019"	94
	"Oregon"	"41"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Oregon"	"41"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Oregon"	"41"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Oregon"	"41"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Oregon"	"41"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Oregon"	"41"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Oregon"	"41"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Oregon"	"41"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Oregon"	"41"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Oregon"	"41"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Pennsylvania"	"42"	"20 - 23 weeks"	"02"	"2015"	"2015"	304
	"Pennsylvania"	"42"	"20 - 23 weeks"	"02"	"2016"	"2016"	308
	"Pennsylvania"	"42"	"20 - 23 weeks"	"02"	"2017"	"2017"	279
	"Pennsylvania"	"42"	"20 - 23 weeks"	"02"	"2018"	"2018"	297
	"Pennsylvania"	"42"	"20 - 23 weeks"	"02"	"2019"	"2019"	283
	"Pennsylvania"	"42"	"24 - 27 weeks"	"03"	"2015"	"2015"	116
	"Pennsylvania"	"42"	"24 - 27 weeks"	"03"	"2016"	"2016"	126
	"Pennsylvania"	"42"	"24 - 27 weeks"	"03"	"2017"	"2017"	118
	"Pennsylvania"	"42"	"24 - 27 weeks"	"03"	"2018"	"2018"	138
	"Pennsylvania"	"42"	"24 - 27 weeks"	"03"	"2019"	"2019"	123
	"Pennsylvania"	"42"	"28 weeks or more"	"04"	"2015"	"2015"	453
	"Pennsylvania"	"42"	"28 weeks or more"	"04"	"2016"	"2016"	422
	"Pennsylvania"	"42"	"28 weeks or more"	"04"	"2017"	"2017"	442
	"Pennsylvania"	"42"	"28 weeks or more"	"04"	"2018"	"2018"	386
	"Pennsylvania"	"42"	"28 weeks or more"	"04"	"2019"	"2019"	394
	"Pennsylvania"	"42"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Pennsylvania"	"42"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Pennsylvania"	"42"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Pennsylvania"	"42"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Pennsylvania"	"42"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Pennsylvania"	"42"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Pennsylvania"	"42"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Pennsylvania"	"42"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Pennsylvania"	"42"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Pennsylvania"	"42"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Rhode Island"	"44"	"20 - 23 weeks"	"02"	"2015"	"2015"	20
	"Rhode Island"	"44"	"20 - 23 weeks"	"02"	"2016"	"2016"	21
	"Rhode Island"	"44"	"20 - 23 weeks"	"02"	"2017"	"2017"	19
	"Rhode Island"	"44"	"20 - 23 weeks"	"02"	"2018"	"2018"	24
	"Rhode Island"	"44"	"20 - 23 weeks"	"02"	"2019"	"2019"	15
	"Rhode Island"	"44"	"24 - 27 weeks"	"03"	"2015"	"2015"	Suppressed
	"Rhode Island"	"44"	"24 - 27 weeks"	"03"	"2016"	"2016"	10
	"Rhode Island"	"44"	"24 - 27 weeks"	"03"	"2017"	"2017"	Suppressed
	"Rhode Island"	"44"	"24 - 27 weeks"	"03"	"2018"	"2018"	Suppressed
	"Rhode Island"	"44"	"24 - 27 weeks"	"03"	"2019"	"2019"	Suppressed
	"Rhode Island"	"44"	"28 weeks or more"	"04"	"2015"	"2015"	25
	"Rhode Island"	"44"	"28 weeks or more"	"04"	"2016"	"2016"	35
	"Rhode Island"	"44"	"28 weeks or more"	"04"	"2017"	"2017"	29
	"Rhode Island"	"44"	"28 weeks or more"	"04"	"2018"	"2018"	28
	"Rhode Island"	"44"	"28 weeks or more"	"04"	"2019"	"2019"	30
	"Rhode Island"	"44"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Rhode Island"	"44"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Rhode Island"	"44"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Rhode Island"	"44"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Rhode Island"	"44"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Rhode Island"	"44"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Rhode Island"	"44"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Rhode Island"	"44"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Rhode Island"	"44"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Rhode Island"	"44"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"South Carolina"	"45"	"20 - 23 weeks"	"02"	"2015"	"2015"	179
	"South Carolina"	"45"	"20 - 23 weeks"	"02"	"2016"	"2016"	168
	"South Carolina"	"45"	"20 - 23 weeks"	"02"	"2017"	"2017"	100
	"South Carolina"	"45"	"20 - 23 weeks"	"02"	"2018"	"2018"	80
	"South Carolina"	"45"	"20 - 23 weeks"	"02"	"2019"	"2019"	98
	"South Carolina"	"45"	"24 - 27 weeks"	"03"	"2015"	"2015"	58
	"South Carolina"	"45"	"24 - 27 weeks"	"03"	"2016"	"2016"	71
	"South Carolina"	"45"	"24 - 27 weeks"	"03"	"2017"	"2017"	60
	"South Carolina"	"45"	"24 - 27 weeks"	"03"	"2018"	"2018"	53
	"South Carolina"	"45"	"24 - 27 weeks"	"03"	"2019"	"2019"	46
	"South Carolina"	"45"	"28 weeks or more"	"04"	"2015"	"2015"	210
	"South Carolina"	"45"	"28 weeks or more"	"04"	"2016"	"2016"	209
	"South Carolina"	"45"	"28 weeks or more"	"04"	"2017"	"2017"	228
	"South Carolina"	"45"	"28 weeks or more"	"04"	"2018"	"2018"	205
	"South Carolina"	"45"	"28 weeks or more"	"04"	"2019"	"2019"	201
	"South Carolina"	"45"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"South Carolina"	"45"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"South Carolina"	"45"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"South Carolina"	"45"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"South Carolina"	"45"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"South Carolina"	"45"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"South Carolina"	"45"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"South Carolina"	"45"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"South Carolina"	"45"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"South Carolina"	"45"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"South Dakota"	"46"	"20 - 23 weeks"	"02"	"2015"	"2015"	30
	"South Dakota"	"46"	"20 - 23 weeks"	"02"	"2016"	"2016"	21
	"South Dakota"	"46"	"20 - 23 weeks"	"02"	"2017"	"2017"	17
	"South Dakota"	"46"	"20 - 23 weeks"	"02"	"2018"	"2018"	19
	"South Dakota"	"46"	"20 - 23 weeks"	"02"	"2019"	"2019"	27
	"South Dakota"	"46"	"24 - 27 weeks"	"03"	"2015"	"2015"	10
	"South Dakota"	"46"	"24 - 27 weeks"	"03"	"2016"	"2016"	22
	"South Dakota"	"46"	"24 - 27 weeks"	"03"	"2017"	"2017"	12
	"South Dakota"	"46"	"24 - 27 weeks"	"03"	"2018"	"2018"	Suppressed
	"South Dakota"	"46"	"24 - 27 weeks"	"03"	"2019"	"2019"	13
	"South Dakota"	"46"	"28 weeks or more"	"04"	"2015"	"2015"	38
	"South Dakota"	"46"	"28 weeks or more"	"04"	"2016"	"2016"	44
	"South Dakota"	"46"	"28 weeks or more"	"04"	"2017"	"2017"	42
	"South Dakota"	"46"	"28 weeks or more"	"04"	"2018"	"2018"	26
	"South Dakota"	"46"	"28 weeks or more"	"04"	"2019"	"2019"	29
	"South Dakota"	"46"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"South Dakota"	"46"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"South Dakota"	"46"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"South Dakota"	"46"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"South Dakota"	"46"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"South Dakota"	"46"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"South Dakota"	"46"	"Not Available"	"110"	"2016"	"2016"	Suppressed
